acc,0.1459375,0.354270833,0.4434375
precision,0.185677083,0.432239583,0.545833333
recall,0.234635417,0.453385417,0.483072917
f1,0.190424107,0.410840774,0.488244048
hitrate,0.309375,0.465625,0.4125
subsetAcc,0.034375,0.209375,0.328125
hamming,0.35625,0.241145833,0.166666667
oneerror,0.69375,0.50625,0.490625
coverage,0.354166667,0.3078125,0.331770833
rankingloss,0.363637153,0.287578125,0.317369792
avg_precision,0.644891493,0.740828993,0.729787326
